,CSD_ID,Huckel_SMI
7128,EGAWEQ,O=[N-]->[Tc+3]1(<-[Cl-])(<-[Cl-])(<-NCc2ccccc2P(c2ccccc2)c2ccccc2)<-NCc2ccccc2P->1(c1ccccc1)c1ccccc1
7129,EGAWOA,O=[N-]->[Tc+3]12(<-[Cl-])(<-NCc3ccccc3P->1(c1ccccc1)c1ccccc1)<-NCc1ccccc1P->2(c1ccccc1)c1ccccc1
7130,EGAXAN,CSc1cccc[c-]1->[Ni+2](<-[I-])(<-P(C)(C)C)<-P(C)(C)C
7131,EGAXER,CC1=CC2=C(=O)->[Ni](<-S=C2C=C1)(<-P(C)(C)C)(<-P(C)(C)C)<-P(C)(C)C
7132,EGAXIT,[CH3-]->[Pt+2]1(<-[CH3-])<-P(C2CCCC2P->1(N1CCOCC1)N1CCOCC1)(N1CCOCC1)N1CCOCC1
7133,EGAYAM,C1c2ccccc2[O-]->[Co+3]2345<-[O-]c6ccccc6C=N->2c2ccccc2S->3CCCS->4c2ccccc2N->5=1
7134,EGAYAN,O=C1[O-]->[Ir+3]23(<-[c-]4ccccc4-c4ccccn->24)(<-[c-]2ccccc2-c2ccccn->32)<-n2c1cnc1ccccc12
7135,EGECOI,CCC(C)C1COP(Oc2c(C)cccc2C)(Oc2c(C)cccc2C)->[Pd+2](<-[Cl-])(<-[Cl-])<-N1=Cc1ccc(N(C)C)cc1
7136,EGEDAV,[O+]#[C-]->[Cr]1(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-N(=Cc2ccccn->12)c1ccc(O)cc1
7137,EGEDID,[O+]#[C-]->[W]1(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-N(=Cc2ccccn->12)c1ccc(O)cc1
7138,EGEDOJ,CC(C)(C)[N+]#[C-]->[Cr]1(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-N(=Cc2ccccn->12)c1ccc(O)cc1
7139,EGEFAA,CN1(C)CCN(C)(C)->[Zn+2]<-1(<-[O-]c1cccc(-c2ccccc2)c1)<-[O-]c1cccc(-c2ccccc2)c1
7140,EGEFAX,CC(C)(C)[N+]#[C-]->[W]1(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-N(=Cc2ccccn->12)c1ccc(O)cc1
7141,EGEHII,CNC1=N[N-]2C(C)=C(C)N3=NC(NC)=S->[Zn+2]<-3<-2(<-[S-]1)<-n1ccc(N(C)C)cc1
7142,EGEHIJ,COc1c[c-]2->[Ir+3]34(<-[O-]C(=O)c5ccccn->35)(<-[c-]3cc(OC)nc(OC)c3-c3cc(C)ccn->43)<-n3ccc(C)cc3-c2c(OC)n1
7143,EGEJOP,CN1(C)CCc2ccccn2->[Cu+]<-1<-P(c1ccccc1)(c1ccccc1)c1ccccc1
7144,EGEJUX,COc1ccc2C(=N->[FeH+](<-[c-]2c1)(<-P(C)(C)C)(<-P(C)(C)C)<-P(C)(C)C)c1ccccc1C
7145,EGEMUY,CC1=N2CCCN3CCN4=C(C)C(C)(C)[S-]->[Fe+2]<-2<-4<-3<-[S-]C1(C)C
7146,EGEPEN,O=P12Nc3ccccn3->[Zn+2]34(<-[O-]1)(<-[O-]P(=O)(Nc1ccccn->31)Nc1ccccn->41)<-n1ccccc1N2
7147,EGETIU,CC(C)C1C(=O)[O-]->[Re+5]2(<-[O-2])(<-[Cl-])(<-[Cl-])<-n3ccccc3CN->21
7148,EGETOA,CC(C)CC1C(=O)[O-]->[Re+5]2(<-[O-2])(<-[Cl-])(<-[Cl-])<-n3ccccc3CN->21
7149,EGETUG,CC(C)CC1C(=O)[O-]->[Re+5]23(<-[O-2])(<-[Cl-])<-[O-]c4ccc([N+](=O)[O-])cc4CN->21Cc1ccccn->31
7150,EGEXOE,Fc1c(F)c(F)[c-](->[Pt+2](<-[Cl-])(<-[c-]2c(F)c(F)c(F)c(F)c2F)<-n2cccc3ccc[nH+]c32)c(F)c1F
7151,EGEXUJ,CCO[C](C=C(C=Cc1ccccc1)NC(C)C)->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
7152,EGEYAQ,CCCC=C(C=Cc1ccccc1)N([C](OCC)->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])C(C)C
7153,EGEYOG,CC(N->[Pt+2]1(<-[N-]=C=O)<-NC(C)c2cccc[c-]->12)c1ccccc1
7154,EGIBUU,CCC1=C(C)c2cc3cc(cc4[nH]c(cc5c(CC)c(CC)c6cc1n2->[Rh+](<-[C-]#[O+])(<-[C-]#[O+])<-[n-]65)c(CC)c4C)-c1cc2ccccc2cc1-3
7155,EGICAB,CCc1c(C)c2[n-]3->[Rh+3](<-[C-]#[O+])(<-[C-]#[O+])<-[n-]4c(c(C)c(CC)c4=Cc13)=CC1=c3ccccc3=C([CH-]C3=CC(=C2)c2ccccc23)C1
7156,EGICAZ,N#CC1=C([O-]->[Fe+2]23(<-[O-]C(=C(C#N)N->2=O)c2ccccc2)(<-[O-]C(=C(C#N)N->3=O)c2ccccc2)<-N1=O)c1ccccc1
7157,EGICIH,CC1=CC(C)=O->[Rh+]2(<-[O-]1)<-N(=Cc1ccccn->21)c1c(C)cccc1C
7158,EGICON,CCc1cccc(CC)c1N1=Cc2ccccn2->[Rh+]<-12<-O=C(C)C=C(C)[O-]->2
7159,EGICUT,COc1ccc(N2=Cc3ccccn3->[Rh+3]<-23(<-[Cl-])(<-O=C(C)C=C(C)[O-]->3)<-[CH-](Cl)Cl)cc1
7160,EGIFOQ,CC(C)(C)[Si]([O-]->[W+6]1(<-[S-2])(<-[S-2])<-[S-]c2ccccc2[S-]->1)(c1ccccc1)c1ccccc1
7161,EGIGUY,COCCn1c(-c2ccccc2)cc(-c2ccccc2)n1->[Pd+2](<-[Cl-])(<-[Cl-])<-n1c(-c2ccccc2)cc(-c2ccccc2)n1CCOC
7162,EGIHOR,CCS1CCN23Cc4cccc(NCC(C)(C)C)n4->[Zn+2]<-1<-2(<-[OH-])<-n1c(C3)cccc1NCC(C)(C)C
7163,EGIKOV,Cc1cc(C)c(N2=C3C(=N(c4c(C)cc(C)cc4C)->[Pt+2]<-2(<-[Cl-])<-[Cl-])c2cccc4cccc3c24)c(C)c1
7164,EGILIR,CN1(C)CCN23CCN(C)(C)->[Zn+2]<-1<-2(<-[Cl-])<-N(C)(C)CC3
7165,EGIMAK,[O+]#[C-]->[W]1(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n2ccccc2-c2cc(-c3ccc(F)cc3)cc(-c3ccccc3)p->12
7166,EGISOC,CC#N->[Ru+2]12(<-N#CC)(<-N(=C(c3ccccc3)[N-]->1C(C)(C)C)C(C)(C)C)<-n1ccccc1-c1ccccn->21
7167,EGITEV,[Cl-]->[Pt+2](<-[Cl-])(<-n1cccc2c3c(ccc4ccc5ccc6ccccc6c5c43)ccc21)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
7168,EGIXIB,C=CS1c2ccccc2N2=Cc3ccccc3[O-]->[Co+3]<-2<-134<-[O-]c1ccccc1C=N->3c1ccccc1[S-]->4
7169,EGIXID,CC1[O-]->[Ni+2]23<-[O-]C(C)=C(C=N->2C2CCCCC2N->3=CC=1C(=O)c1ccccc1)C(=O)c1ccccc1
7170,EGIXOH,C1c2ccccc2[O-]->[Zn+2]234<-[O-]c5ccccc5C=N->2c2ccccc2S->3CCSc2ccccc2N->4=1
7171,EGIXOJ,CC1[O-]->[Ni+2]23<-[O-]C(C)=C(C=N->2CCN->3=CC=1C(=O)c1ccccc1)C(=O)c1ccccc1
7172,EGIXUP,CC1[O-]->[Ni+2]23<-[O-]C(C)=C(C=N->2c2ccccc2N->3=CC=1C(=O)c1ccccc1)C(=O)c1ccccc1
7173,EGOBAE,Cc1ccc2[O-]->[Pd+4]3(<-[O-]C(=O)c4ccccc4[N-]->3[N-]c2c1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
7174,EGOBUZ,C=C=C1=C2(C(=O)NCC)[C-](=C)->[Mo+2]<-1<-23(<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])<-n1cccc2ccc4cccn->3c4c21
7175,EGOFOW,CCCCN1C=CN(Cc2cccc3cccnc23)[C]1->[Pd+2](<-[Cl-])(<-[Cl-])<-[C]1N(CCCC)C=CN1Cc1cccc2cccnc12
7176,EGOGAJ,CC(C)(C)N1C=CN(Cc2cccc3cccnc23)[C]1->[Pd+2]12(<-[Cl-])<-C=C->1[CH2-]->2
7177,EGOGOY,O=C1c2ccccc2S(=O)(=O)[N-]1->[Pd+2](<-n1ccccn1)(<-n1ccccn1)<-[N-]1C(=O)c2ccccc2S1(=O)=O
7178,EGOGUE,CS(C)->[Pd+2](<-[N-]1C(=O)c2ccccc2S1(=O)=O)(<-[N-]1C(=O)c2ccccc2S1(=O)=O)<-S(C)C
7179,EGOHEP,NC(=O)c1cccn(->[Pd+2](<-n2cccc(C(N)=O)c2)(<-[N-]2C(=O)c3ccccc3S2(=O)=O)<-[N-]2C(=O)c3ccccc3S2(=O)=O)c1
7180,EGOHIT,NC(=O)c1cccn(->[Pd+2](<-n2cccc(C(N)=O)c2)(<-[N-]2C(=O)CCC2=O)<-[N-]2C(=O)CCC2=O)c1
7181,EGOJOB,C1c2ccccc2[O-]->[Co+3]234(<-NCCN->2=1)<-NCCN->3=Cc1ccccc1[O-]->4
7182,EGOKOA,CP(C)(C)->[Rh+]123(<-[CH2-]C->1=C->2C->3=O)<-P(C)(C)C
7183,EGOKUG,CP(C)(C)->[Rh+]12(<-[CH2-]C->1=C->2C=O)(<-P(C)(C)C)<-P(C)(C)C
7184,EGOLUK,CC(C)(C)n1ccn(C(C)(C)C)c1=NCc1cccc2CN(=c3n(C(C)(C)C)ccn3C(C)(C)C)->[Cu+](<-[Cl-])<-n12
7185,EGOMAR,CN(C)c1ccn(->[Re+]2(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-O=c3cccccc3[O-]->2)cc1
7186,EGOMEV,[O+]#[C-]->[Re+]1(<-[C-]#[O+])(<-[C-]#[O+])(<-O=c2cccccc2[O-]->1)<-n1cc[nH]c1
7187,EGONEU,O=C([O-]->[Pd+2]1(<-[O-]C(=O)c2c(F)c(F)c(F)c(F)c2F)<-N(=Cc2ccccn->12)c1ccccc1)c1c(F)c(F)c(F)c(F)c1F
7188,EGORAT,CC(C)=N1N=C([S-]->[Zn+2]<-12<-[S-]C(=NN->2=C(C)C)N1CCCCCC1)N1CCCCCC1
7189,EGOVEE,O=[N-]->[Ru+4](<-[OH-])(<-N(=O)[O-])(<-N(=O)[O-])(<-n1ccncc1)<-n1ccncc1
7190,EGOYEE,B->[ZnH+]1<-N(=C(C)C=C(C)[N-]->1c1c(C(C)C)cccc1C(C)C)c1c(C(C)C)cccc1C(C)C
7191,EGUCOZ,CC(O)c1ccn(->[Pd+2](<-[Cl-])(<-[Cl-])<-n2ccc(C(C)O)cc2)cc1
7192,EGUCUF,CC(O)c1ccn(->[Pd+2](<-[Br-])(<-[Br-])<-n2ccc(C(C)O)cc2)cc1
7193,EGUDAL,[Cl-]->[Ta+5]12(<-[Cl-])(<-[n-]3cccc3C(c3ccccc3)(c3ccccc3)c3ccc[n-]->13)<-[n-]1cccc1C(c1ccccc1)(c1ccccc1)c1ccc[n-]->21
7194,EGUDAM,CC(O)c1ccn(->[Pd+2](<-[I-])(<-[I-])<-n2ccc(C(C)O)cc2)cc1
7195,EGUDAN,COc1ccc2c(c1)C(C)(C)C(=CC=C1C3=O->[Zn+2](<-[Cl-])(<-[Cl-])<-n4c(C3=Cc3ccccc31)oc1ccccc14)N2C
7196,EGUDES,CC1=CC(C)=O->[Ir+3]23(<-[O-]1)(<-[c-]1ccc4oc(=O)ccc4c1-c1ccccn->21)<-[c-]1ccc2oc(=O)ccc2c1-c1ccccn->31
7197,EGUDOC,CC1=CC(C)=O->[Ir+3]23(<-[O-]1)(<-[c-]1cc4ccc(=O)oc4cc1-c1ccccn->21)<-[c-]1c(-c2ccccn->32)ccc2ccc(=O)oc21
7198,EGUDUI,CCOC(=O)c1ccn(->[Ru+4](<-[OH-])(<-[N-]=O)(<-N(=O)[O-])(<-N(=O)[O-])<-n2ccc(C(=O)OCC)cc2)cc1
7199,EGUFIV,CCN(CC)C1=S->[Mo+4]2(<-[O-2])(<-[C-]#[N+]C(C)(C)C)(<-S=C([S-]->2)N(CC)CC)<-[S-]1
7200,EGUKIA,O=C1[O-]->[Co+3]234(<-[O-]C(=O)C(O)(c5ccccn->25)c2ccccn->32)<-n2ccccc2C1(O)c1ccccn->41
7201,EGUKOG,O=C1[O-]->[Ni+2]234(<-[O-]C(=O)C(O)(c5ccccn->25)c2ccccn->32)<-n2ccccc2C1(O)c1ccccn->41
7202,EGULUO,CP(C)(c1ccccc1)->[Pt+2]1(<-[S-]C(=Nc2ccccc2)[S-]->1)<-P(C)(C)c1ccccc1
7203,EGUMAV,c1ccc(N=C2[S-]->[Pt+2]3(<-[S-]2)<-P(CCCP->3(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)cc1
7204,EGUMID,CP(C)(c1ccccc1)->[Pt+2]1(<-[S-][Si]([S-]->1)(c1ccccc1)c1ccccc1)<-P(C)(C)c1ccccc1
7205,EGUSAC,CC1(C)CCN2c3c1ccc1c3N(CCC1(C)C)[C]2->[Pd+2](<-[Cl-])(<-[Cl-])<-n1ccccc1
7206,EGUSEE,c1ccc2[S-]->[Au+3]3(<-[S-]c2c1)<-[S-]c1ccccc1[S-]->3
7207,EGUSUU,CN(C)C1N=N2c3c([O-]->[Cd+2]<-245(<-[O-]c2c(N->4=NC(=S->5)N(C)C)c4ccccc4n2C)<-S=1)n(C)c1ccccc31
7208,EGUVOR,Clc1ccc(O->[Fe+2](<-[Br-])(<-[Br-])(<-Oc2ccc(Cl)cn2)(<-Oc2ccc(Cl)cn2)<-Oc2ccc(Cl)cn2)nc1
7209,EGUXAF,COc1ccc(C(C)N->[Co+3]23(<-N(=O)[O-])(<-N(=O)C(C)=C(C)[N-]->2O)<-N(=O)C(C)=C(C)[N-]->3O)cc1
7210,EGUXEJ,CC1=C(C)N(=O)->[Co+]2(<-NC(C)c3ccc(Cl)cc3)(<-N(=O)[O-])(<-N1=O)<-N(O)=C(C)C(C)=N->2O
7211,EGUXIN,CC1=C(C)N(=O)->[Co+]2(<-NC(C)c3ccc(Cl)cc3)(<-N(=O)[O-])(<-N1=O)<-N(O)=C(C)C(C)=N->2O
7212,EGUZAJ,CCOP(=O)(OCC)c1ccn2->[Cu+](<-[Br-])(<-n3cccc4ccc1c2c43)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
7213,EGUZIS,c1ccc(P(c2ccccc2)(c2ccccc2)->[Ag+]2(<-S=c3[nH]cnc4[nH]cn->2c34)<-P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1
7214,EGUZUE,c1ccc(P(c2ccccc2)(c2ccccc2)->[Ag+]2(<-S=c3nccc[n-]->23)<-P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1
7215,EHABOG,CCN1C(C)=C(C)N(CC)[C]1->[Fe]123(<-C=C->1[Si](C)(C)O[Si](C)(C)C->2=C->3)<-[C]1N(CC)C(C)=C(C)N1CC
7216,EHACUN,CC(C)P12->[Ni+2](<-[Cl-])(<-[Cl-])<-P(C(C)C)(CN(c3ccccc3)C1)CN(c1ccccc1)C2
7217,EHAFAW,CN1C=CN2C(CCl)N3C=CN(C)[C]3->[Pd+2](<-[Cl-])(<-[Cl-])<-[C]12
7218,EHAFIC,ON1=Cc2ccccc2[O-]->[Pt+4]<-1(<-[Cl-])(<-[Cl-])(<-[Cl-])<-[Cl-]
7219,EHAGEZ,CC(C)(C)N1=Cc2ccccn2->[Pt]<-12<-C(C#N)=C->2C#N
7220,EHAGID,CC(C)(C)N1=Cc2ccccn2->[Pt+2]<-12<-[cH-]1c(=O)oc(=O)[cH-]->21
7221,EHAGOJ,COC(=O)C1=C(C(=O)OC)->[Pt]<-12<-N(=Cc1ccccn->21)C(C)(C)C
7222,EHAJIH,[Cl-]->[Ni+2](<-[c-]1ccccc1)(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
7223,EHAKIH,FC(F)(F)C1=O->[Ag+]2(<-[O-]1)<-S1C=CSC=CSC=CSC=CSC=CS->2C=C1
7224,EHAMAC,CCP1(CCP(c2ccccc2)(c2ccccc2)->[Pd+2]<-1(<-[Cl-])<-[Cl-])c1ccccc1
7225,EHANEH,CN(C)[C-](=S)->[Pd+2]1(<-n2cccn2[BH-](n2cccn2)n2cccn->12)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
7226,EHANIM,CC(C)C12->[Ru+4]3456(<-[Cl-])(<-[Cl-])(<-S=c7[nH]c8ccc(Br)cc8s7)<-C(=[C-]->31)=C->4(C)[C-]->5=C->6=2
7227,EHAPOT,COc1cc[c-]2->[Pt+2]3(<-O=C(C)C=C(C)[O-]->3)<-n3cc(B(c4c(C)cc(C)cc4C)c4c(C)cc(C)cc4C)ccc3-c2c1
7228,EHAQAG,CC1=CC(C)=O->[Pt+2]2(<-[O-]1)<-[c-]1ccc(F)c(F)c1-c1ccc(B(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)cn->21
7229,EHAQAI,[Br-]->[Pd+2]1(<-[C]2N3C=CN2CCCN2C=CN(CCCC3)[C]->12)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
7230,EHAQIO,CC1=CC(C)=O->[Pt+2]2(<-[O-]1)<-C1=CC(=[B-](c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)C=CC=1c1ccccn->21
7231,EHAZAP,[Cl-]->[Cd+2]12(<-[Cl-])<-n3ccncc3-c3cc(C=Cc4ccccc4)cc(-c4cnccn->14)n->23
7232,EHAZOC,Cc1ccc(C=N2N=C(N)[S-]->[Ni+2]<-23<-[S-]C(N)=NN->3=Cc2ccc(C)o2)o1
7233,EHAZOD,CCCc1nc(C(=O)O)c2C(=O)[O-]->[Ni+4]3(<-O)(<-O)(<-[O-]C(=O)c4c(C(=O)O)nc(CCC)[n-]->34)<-[n-]12
7234,EHAZUI,Cc1ccc(C=N2N=C3[N-]S3->[Ni+2]<-23<-N(=Cc2ccc(C)o2)[N-]C2=NS->32)o1
7235,EHEBIE,Cc1ccc(P(->[Au+]<-[c-]2c(F)c(F)c(F)c(F)c2-c2ccccn2)(c2ccc(C)cc2)c2ccc(C)cc2)cc1
7236,EHEGIJ,CCc1cccc(CC)c1N1=C(C=C([N-](c2c(CC)cccc2CC)->[Zn+2]<-1<-[CH2-]C)C(F)(F)F)C(F)(F)F
7237,EHEJIL,COC(=O)[C-]12->[Fe+2]34(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-C(=C->31)[CH-]->4C1OC(C)(C)OC12
7238,EHENUA,CC1=C(C)[N-](O)->[Rh+3]2(<-[CH2-]CO[Si](C)(C)C)(<-N1=O)(<-N(=O)C(C)=C(C)[N-]->2O)<-n1ccccc1
7239,EHEPAI,CC1=C(C)N(=O)->[Rh+]2(<-O)(<-N1=O)(<-N(=O)C(C)=C(C)[N-]->2O)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
7240,EHEPEM,CC(C)P1(C[As](C(C)(C)C)(C(C)(C)C)->[Rh+3]<-12(<-[CH3-])(<-[I-])<-O=C(C=C([O-]->2)C(F)(F)F)C(F)(F)F)C(C)C
7241,EHERUG,Cc1cc(C)c(N2CCCN3P(C(C)(C)C)(C(C)(C)C)->[Pd+2](<-[Cl-])(<-[Cl-])<-[C]23)c(C)c1
7242,EHESER,CC(C)(C)P1(N2CCCN(c3ccccc3)[C]2->[Pd+2]<-1(<-[Cl-])<-[Cl-])C(C)(C)C
7243,EHESIV,Cc1cc(C)c(N2CCN3P(C(C)(C)C)(C(C)(C)C)->[Pd+2](<-[Cl-])(<-[Cl-])<-[C]23)c(C)c1
7244,EHEWIY,NC1NN2=Cc3coc4ccccc4c3=O->[Zn+2]<-234(<-O=1)(<-[O-][N+](=O)[O-])<-[O-][N+]->3(=O)[O-]->4
7245,EHEXIA,COC(=O)C(NC(=O)c1ccn(->[Au+3](<-[Cl-])(<-[Cl-])<-[Cl-])cc1)C(C)C
7246,EHEZEW,COc1cc(OC)c2C=N3CC(C)(C)N->[V+5]<-3(<-[O-2])(<-[O-2])<-[O-]c2c1
7247,EHIBIG,CC1(C)O->[Zn+2]2(<-O)(<-O)(<-[O-]C1=O)<-[O-]C(=O)C(C)(C)O->2
7248,EHIBOM,[Br-]->[Cd+2]1(<-[Br-])<-n2ccccc2SCSc2ccccn->12
7249,EHIBUS,[I-]->[Cd+2]1(<-[I-])<-n2ccccc2SCSc2ccccn->12
7250,EHICIH,Cc1ccc(S2(=O)=Nc3c(C)cccn3->[Zn+2]34(<-[O-]2)(<-[O-]S(=O)(=Nc2c(C)cccn->32)c2ccc(C)cc2)<-n2cccc3ccc5cccn->4c5c32)cc1
7251,EHICON,Cc1ccc(S(=O)(=O)[N-]2c3cccc(C)n3->[Zn+2]<-234(<-n2c(C)cccc2[N-]->3S(=O)(=O)c2ccc(C)cc2)<-n2cccc3ccc5cccn->4c5c32)cc1
7252,EHIDEF,CN(C)c1ccn(->[Au+]<-[c-]2c(-c3ccccc3)[n+](C)nn2Cc2ccccc2)cc1
7253,EHIDUW,N#[C-]->[Pt+2]1(<-[C-]#N)<-n2ccc(C(=O)O)cc2-c2cc(C(=O)O)ccn->12
7254,EHIKAH,CC(C)P(C(C)C)(C(C)C)->[Ru+2]123(<-[C-]#[O+])<-[S-]c4ccccc4N->1(C)CCN->2(C)c1ccccc1[S-]->3
7255,EHINEO,NC(N)=NC#N->[Ag+]<-N#CN=C(N)N
7256,EHINOY,O=C(O)CCCCCCCC12=O->[Zn+2]<-1345(<-O=C->3(CCCCCCCC(=O)O)[O-]->4)(<-[O-]2)<-n1cccc2ccc3cccn->5c3c21
7257,EHISIZ,ON(=C1CCCC1)->[Pt+4](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-[Cl-])<-N(O)=C1CCCC1
7258,EHISOF,CC=N(O)->[Pt+4](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-[Cl-])<-N(O)=CC
7259,EHIXUP,Fc1cc(F)c2-c3ccccn3->[Ir+3]3(<-[N-]=C=S)(<-[c-]2c1)(<-[c-]1cc(F)cc(F)c1-c1ccccn->31)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
7260,EHIYAW,O=C=[N-]->[Ir+3]12(<-[c-]3cc(F)cc(F)c3-c3ccccn->13)(<-[c-]1cc(F)cc(F)c1-c1ccccn->21)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
7261,EHIZAY,FC1=C(F)c2c(-c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c4cc5n6->[Zn+2]7(<-n2c1cc1c(F)c(F)c(c(-c2c(F)c(F)c(F)c(F)c2F)c6C(F)=C5F)[n-]->71)(<-[n-]43)<-O1CCCC1
7262,EHOCAG,CCCCC1=C(C)c2ccc3c(C)c(CCCC)c4cc5n6->[Re+](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-n2c1cc6C(CC)=C5CC)<-[n-]34
7263,EHOGUE,O=C1c2ccccn2->[Ni+2]2(<-[N-]=C=S)<-n3ccccc3C[N-]->21
7264,EHOHUF,CC12=O->[Ag+]<-1(<-[O-]2)(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
7265,EHOJOB,CN(C)->[Pd+2](<-[Cl-])(<-[Cl-])<-n1c2ccccc2cc2ccccc21
7266,EHOKES,[I-]->[Pt+2]1(<-[I-])<-n2cccnc2-c2ncccn->12
7267,EHOKIW,[Br-]->[Pd+2](<-[Br-])(<-n1c2ccccc2cc2ccccc21)<-n1c2ccccc2cc2ccccc21
7268,EHOLUJ,CC1c2ccccn2->[Zn+2]2(<-[N-]=C=S)(<-[N-]=C=S)<-N=1CCN->2CCO
7269,EHOMOE,[O+]#[C-]->[Mn+]1(<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])<-P(c2ccccc2)(c2ccccc2)c2ccccc2P->1(c1ccccc1)c1ccccc1
7270,EHOPAT,[Br-]->[Pd+2](<-[Br-])(<-[C]1N(Cc2ccccc2)CCN1Cc1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
7271,EHOTEA,Cc1ccc([N-]2C(=O)c3ccccn3->[Co+3]<-234(<-n2ccccc2C(=O)[N-]->3c2ccc(C)cc2)<-n2ccccc2C(=O)[N-]->4c2ccc(C)cc2)cc1
7272,EHOTIE,COc1ccc([N-]2C(=O)c3ccccn3->[Co+3]<-234(<-n2ccccc2C(=O)[N-]->3c2ccc(OC)cc2)<-n2ccccc2C(=O)[N-]->4c2ccc(OC)cc2)cc1
7273,EHOTOL,Oc1ccccc1C=NCC12CN3=Cc4ccccc4[O-]->[Co+3]<-345(<-[O-]c3ccccc3C=N->4C1)<-[O-]c1ccccc1C=N->5C2
7274,EHOWOP,COC1=NC(N)=N->[Ni+2]2(<-N=C(N)N=C([NH-]->2)OC)<-[NH-]1
7275,EHOWUV,CCOC1=NC(N)=N->[Ni+2]2(<-N=C(N)N=C([NH-]->2)OCC)<-[NH-]1
7276,EHOYIK,CC12=O->[Zn+2]<-134(<-NCc1ccccc1N)(<-NCc1ccccc1N)(<-O=C->3(C)[O-]->4)<-[O-]2
7277,EHUDES,CN1CCCN(C)C1=O->[Zn+2](<-O=C1N(C)CCCN1C)(<-[CH-](F)F)<-[CH-](F)F
7278,EHUDIW,CC(C)(C)c1ccn2->[Ni+2](<-[CH-](F)F)(<-[CH-](F)F)<-n3ccc(C(C)(C)C)cc3-c2c1
7279,EHUFUJ,[I-]->[Pd+2](<-[I-])(<-n1c2ccccc2cc2ccccc21)<-n1c2ccccc2cc2ccccc21
7280,EHUGAQ,O=C1[O-]->[Pt+4](<-[I-])(<-[I-])(<-[I-])(<-[I-])<-n2ccccc21
7281,EHUGUK,CCCN1=Cc2cc(Cl)cc(Cl)c2[O-]->[Ni+2]<-12<-[O-]c1c(Cl)cc(Cl)cc1C=N->2CCC
7282,EHUJEW,O=[N+]1[O-]->[Cd+2]2(<-[O-]1)(<-[O-][N+](=O)[O-]->2)(<-n1ccc(-c2ccccc2)cc1)(<-n1ccc(-c2ccccc2)cc1)<-n1ccc(-c2ccccc2)cc1
7283,EHUQIH,CC(c1ccccc1)N1P(c2ccccc2)(c2ccccc2)->[Rh+]2(<-[Cl-])(<-[C-]#[O+])<-S=P->21(c1ccccc1)c1ccccc1
7284,EHURAB,CP(C)(C)->[Co+]1(<-O=C(c2ccccc2F)c2ccc(F)c[c-]->12)(<-P(C)(C)C)<-P(C)(C)C
7285,EHURUV,CCCCN1C=CN2c3cccc4N5C=CN(CCCC)[C]5->[Pt+2](<-[Cl-])(<-[C]12)<-n34
7286,EHUSUV,COC(=O)C1=CC(C)(C)N(->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])=N1
7287,EHUVUZ,CN1C=CC=C2->[Fe+2]3(<-[c-]4cc(C(C)(C)C)ccc4C=N->3CC=21)(<-P(C)(C)C)(<-P(C)(C)C)<-P(C)(C)C
7288,EHUWAG,CN1C=CC=[C-]2->[Fe+2]3(<-[c-]4cc(C(C)(C)C)ccc4C=N->3C=C21)(<-P(C)(C)C)(<-P(C)(C)C)<-P(C)(C)C
